nom,cog,catpop,nom_propre,nom_propre_et_dep,taux_hlm_legal,taux_hlm_2015,nb_menages_2013,uc_par_menage,revenu_median_uc,decile_revenu,nb_res_secondaires
BOURG-D'IRE (LE ),49037,Entre 500 et 999 habitants,Le Bourg-d'Iré,Le Bourg-d'Iré (49),,,329,2.04,19328,5,14
BOURG-L'EVEQUE,49038,Moins de 500 habitants,Bourg-l'Évêque,Bourg-l'Évêque (49),,,101,1.74,18075,3,14
BOUZILLE,49040,Entre 1 000 et  3 499 habitants,,,,,630,1.86,18646,4,63
BRAIN-SUR-ALLONNES 49650,49041,Entre 1 000 et  3 499 habitants,Brain-sur-Allonnes,Brain-sur-Allonnes (49),,,852,1.83,17637,2,55
BRAIN-SUR-L'AUTHION,49042,Entre 3 500 et 9 999 habitants,,,,,1278,2.04,21338,7,22
BRAIN-SUR-LONGUENEE,49043,Entre 1 000 et  3 499 habitants,,,,,352,2.12,19897,6,17
BREILLE-LES-PINS (LA ),49045,Entre 500 et 999 habitants,La Breille-les-Pins,La Breille-les-Pins (49),,,217,1.99,17891,3,15
BREZE,49046,Entre 1 000 et  3 499 habitants,Brézé,Brézé (49),,,500,1.96,19068,5,22
BRIOLLAY,49048,Entre 1 000 et  3 499 habitants,Briollay,Briollay (49),,,1104,1.96,22448,8,104
BRION,49049,Entre 1 000 et  3 499 habitants,,,,,440,2.01,18454,3,45
BRISSAC-QUINCE,49050,Entre 1 000 et  3 499 habitants,Brissac-Quincé,Brissac-Quincé (49),,,1253,1.86,20286,6,35
BROC,49052,Moins de 500 habitants,Broc,Broc (49),,,131,1.79,17171,2,34
BROSSAY,49053,Moins de 500 habitants,Brossay,Brossay (49),,,141,2.01,18142,3,7
CANDE,49054,Entre 1 000 et  3 499 habitants,Candé,Candé (49),,,1215,1.79,18093,3,26
CARBAY,49056,Moins de 500 habitants,Carbay,Carbay (49),,,96,1.97,18723,4,5
CERNUSSON,49057,Moins de 500 habitants,Cernusson,Cernusson (49),,,115,2.07,18667,4,15
CERQUEUX (LES ),49058,Entre 500 et 999 habitants,Les Cerqueux,Les Cerqueux (49),,,342,2.03,17849,2,4
HOPITAL-SAINT-BLAISE (L' ),64264,Moins de 500 habitants,L'Hôpital-Saint-Blaise,L'Hôpital-Saint-Blaise (64),,,26,1.96,0,10,3
HOSTA,64265,Moins de 500 habitants,Hosta,Hosta (64),,,25,2.38,0,10,18
HOURS,64266,Moins de 500 habitants,Hours,Hours (64),,,86,2.18,21382,7,5
IBARROLLE,64267,Moins de 500 habitants,Ibarrolle,Ibarrolle (64),,,32,2.16,0,10,9
IDAUX-MENDY,64268,Moins de 500 habitants,Idaux-Mendy,Idaux-Mendy (64),,,108,1.92,17787,2,11
IDRON,64269,Entre 3 500 et 9 999 habitants,Idron,Idron (64),,,1728,1.99,27444,10,32
IGON,64270,Entre 1 000 et  3 499 habitants,Igon,Igon (64),,,332,1.98,21601,8,11
IHOLDY,64271,Entre 500 et 999 habitants,Iholdy,Iholdy (64),,,191,2.06,18321,3,7
ILHARRE,64272,Moins de 500 habitants,Ilharre,Ilharre (64),,,55,2.17,18298,3,3
IRISSARRY,64273,Entre 500 et 999 habitants,Irissarry,Irissarry (64),,,331,2.04,18847,4,26
IROULEGUY,64274,Moins de 500 habitants,Irouléguy,Irouléguy (64),,,140,2.10,20023,6,24
ISPOURE,64275,Entre 500 et 999 habitants,Ispoure,Ispoure (64),,,248,1.78,20000,6,15
ISSOR,64276,Moins de 500 habitants,Issor,Issor (64),,,112,1.70,18805,4,43
ISTURITS,64277,Moins de 500 habitants,Isturits,Isturits (64),,,142,2.19,19941,6,28
ITXASSOU,64279,Entre 1 000 et  3 499 habitants,Itxassou,Itxassou (64),,,832,1.85,20870,7,117
IZESTE,64280,Moins de 500 habitants,Izeste,Izeste (64),,,223,1.64,18427,3,15
JASSES,64281,Moins de 500 habitants,Jasses,Jasses (64),,,69,1.83,19072,5,7
JATXOU,64282,Entre 1 000 et  3 499 habitants,Jatxou,Jatxou (64),,,423,2.08,22543,8,17
JURANCON,64284,Entre 3 500 et 9 999 habitants,Jurançon,Jurançon (64),,,3329,1.69,20358,6,62
JUXUE,64285,Moins de 500 habitants,Juxue,Juxue (64),,,67,2.21,16922,1,9
LAA-MONDRANS,64286,Moins de 500 habitants,Laà-Mondrans,Laà-Mondrans (64),,,173,1.88,20729,7,3
LABASTIDE-CEZERACQ,64288,Entre 500 et 999 habitants,Labastide-Cézéracq,Labastide-Cézéracq (64),,,217,1.98,22404,8,13
LABASTIDE-MONREJEAU,64290,Entre 500 et 999 habitants,Labastide-Monréjeau,Labastide-Monréjeau (64),,,201,2.24,21381,7,2
LABASTIDE-VILLEFRANCHE,64291,Moins de 500 habitants,Labastide-Villefranche,Labastide-Villefranche (64),,,136,1.96,16958,1,44
LABATMALE,64292,Moins de 500 habitants,Labatmale,Labatmale (64),,,92,2.07,20719,7,2
LABATUT,64293,Moins de 500 habitants,Labatut,Labatut (64),,,74,1.82,17978,3,7
LABETS-BISCAY,64294,Moins de 500 habitants,Labets-Biscay,Labets-Biscay (64),,,54,2.18,19268,5,3
LACADEE,64296,Moins de 500 habitants,Lacadée,Lacadée (64),,,64,2.01,20564,7,1
LACARRE,64297,Moins de 500 habitants,Lacarre,Lacarre (64),,,59,2.15,15727,1,5
LACOMMANDE,64299,Moins de 500 habitants,Lacommande,Lacommande (64),,,98,2.01,22375,8,6
LACQ,64300,Entre 500 et 999 habitants,Lacq,Lacq (64),,,283,1.97,22041,8,8
LAGOR,64301,Entre 1 000 et  3 499 habitants,Lagor,Lagor (64),,,505,1.84,20861,7,18
LAGOS,64302,Moins de 500 habitants,Lagos,Lagos (64),,,188,1.92,21336,7,6
LAGUINGE-RESTOUE,64303,Moins de 500 habitants,Laguinge-Restoue,Laguinge-Restoue (64),,,72,2.05,19956,6,22
LAHONCE,64304,Entre 1 000 et  3 499 habitants,Lahonce,Lahonce (64),,,894,1.89,21788,8,15
LAHOURCADE,64306,Entre 500 et 999 habitants,Lahourcade,Lahourcade (64),,,306,1.85,22756,8,6
LALONGUE,64307,Moins de 500 habitants,Lalongue,Lalongue (64),,,73,2.11,18891,4,10
LALONQUETTE,64308,Moins de 500 habitants,Lalonquette,Lalonquette (64),,,105,2.03,21166,7,9
LAMAYOU,64309,Moins de 500 habitants,Lamayou,Lamayou (64),,,84,1.90,19604,5,3
LANNE-EN-BARETOUS,64310,Entre 500 et 999 habitants,Lanne-en-Barétous,Lanne-en-Barétous (64),,,204,1.84,17352,2,92
LANNEPLAA,64312,Moins de 500 habitants,Lanneplaà,Lanneplaà (64),,,114,2.10,21860,8,6
LANTABAT,64313,Moins de 500 habitants,Lantabat,Lantabat (64),,,108,2.12,17084,1,13
LARCEVEAU-ARROS-CIBITS,64314,Moins de 500 habitants,Larceveau-Arros-Cibits,Larceveau-Arros-Cibits (64),,,159,1.83,18581,3,7
LAROIN,64315,Entre 500 et 999 habitants,Laroin,Laroin (64),,,404,1.94,22241,8,3
LARRESSORE,64317,Entre 1 000 et  3 499 habitants,Larressore,Larressore (64),,,704,1.98,21374,7,25
LARREULE,64318,Moins de 500 habitants,Larreule,Larreule (64),,,63,2.09,19479,5,3
LARRIBAR-SORHAPURU,64319,Moins de 500 habitants,Larribar-Sorhapuru,Larribar-Sorhapuru (64),,,70,2.08,17804,2,2
LASCLAVERIES,64321,Moins de 500 habitants,Lasclaveries,Lasclaveries (64),,,93,2.13,19737,5,4
LASSE,64322,Moins de 500 habitants,Lasse,Lasse (64),,,119,2.10,18004,3,12
LASSEUBE,64324,Entre 1 000 et  3 499 habitants,Lasseube,Lasseube (64),,,695,1.92,19838,6,41
LASSEUBETAT,64325,Moins de 500 habitants,Lasseubetat,Lasseubetat (64),,,81,1.84,20176,6,5
LAY-LAMIDOU,64326,Moins de 500 habitants,Lay-Lamidou,Lay-Lamidou (64),,,48,1.97,17445,2,5
LEDEUIX,64328,Entre 1 000 et  3 499 habitants,Ledeuix,Ledeuix (64),,,444,1.84,22105,8,7
LEE,64329,Entre 1 000 et  3 499 habitants,Lée,Lée (64),,,466,2.10,27547,10,10
LEES-ATHAS,64330,Moins de 500 habitants,Lées-Athas,Lées-Athas (64),,,119,1.79,18739,4,57
LEME,64332,Moins de 500 habitants,Lème,Lème (64),,,67,1.90,20951,7,0
LEREN,64334,Moins de 500 habitants,Léren,Léren (64),,,84,2.02,20776,7,8
LESCAR,64335,Entre 10 000 et 19 999 habitants,Lescar,Lescar (64),,,4031,1.88,23601,9,36
LESPIELLE,64337,Moins de 500 habitants,Lespielle,Lespielle (64),,,59,1.70,18458,3,2
LESPOURCY,64338,Moins de 500 habitants,Lespourcy,Lespourcy (64),,,72,2.05,19620,5,4
LESTELLE-BETHARRAM,64339,Entre 500 et 999 habitants,Lestelle-Bétharram,Lestelle-Bétharram (64),,,336,1.93,18908,4,26
LICHOS,64341,Moins de 500 habitants,Lichos,Lichos (64),,,56,1.81,21050,7,6
LICQ-ATHEREY,64342,Moins de 500 habitants,Licq-Athérey,Licq-Athérey (64),,,101,1.82,21929,8,31
LIMENDOUS,64343,Entre 500 et 999 habitants,Limendous,Limendous (64),,,216,2.06,20430,6,5
LIVRON,64344,Moins de 500 habitants,Livron,Livron (64),,,150,2.18,19844,6,6
LOHITZUN-OYHERCQ,64345,Moins de 500 habitants,Lohitzun-Oyhercq,Lohitzun-Oyhercq (64),,,82,1.74,14571,1,4
LONCON,64347,Moins de 500 habitants,Lonçon,Lonçon (64),,,67,2.25,20527,6,3
LONS,64348,Entre 10 000 et 19 999 habitants,Lons,Lons (64),,,5217,1.81,22446,8,56
LOUHOSSOA,64350,Entre 500 et 999 habitants,Louhossoa,Louhossoa (64),,,324,2.09,20286,6,25
LOURDIOS-ICHERE,64351,Moins de 500 habitants,Lourdios-Ichère,Lourdios-Ichère (64),,,62,1.97,14454,1,32
LOURENTIES,64352,Moins de 500 habitants,Lourenties,Lourenties (64),,,135,1.97,20340,6,8
LOUVIE-JUZON,64353,Entre 1 000 et  3 499 habitants,Louvie-Juzon,Louvie-Juzon (64),,,472,1.84,19966,6,133
LOUVIGNY,64355,Moins de 500 habitants,Louvigny,Louvigny (64),,,49,1.93,16747,1,2
LUC-ARMAU,64356,Moins de 500 habitants,Luc-Armau,Luc-Armau (64),,,48,1.90,18070,3,4
LUCARRE,64357,Moins de 500 habitants,Lucarré,Lucarré (64),,,20,1.73,0,10,4
LUCGARIER,64358,Moins de 500 habitants,Lucgarier,Lucgarier (64),,,115,1.83,23630,9,5
LUCQ-DE-BEARN,64359,Entre 1 000 et  3 499 habitants,Lucq-de-Béarn,Lucq-de-Béarn (64),,,382,1.95,19287,5,26
LUSSAGNET-LUSSON,64361,Moins de 500 habitants,Lussagnet-Lusson,Lussagnet-Lusson (64),,,61,2.00,18235,3,3
LUXE-SUMBERRAUTE,64362,Moins de 500 habitants,Luxe-Sumberraute,Luxe-Sumberraute (64),,,120,2.01,20442,6,3
LYS,64363,Moins de 500 habitants,Lys,Lys (64),,,136,1.98,17454,2,11
MACAYE,64364,Entre 500 et 999 habitants,Macaye,Macaye (64),,,215,1.98,19613,5,10
MALAUSSANNE,64365,Moins de 500 habitants,Malaussanne,Malaussanne (64),,,155,1.96,20277,6,5
MASLACQ,64367,Entre 500 et 999 habitants,Maslacq,Maslacq (64),,,345,2.06,19979,6,6
MASPARRAUTE,64368,Moins de 500 habitants,Masparraute,Masparraute (64),,,97,1.95,16527,1,4
MASPIE-LALONQUERE-JUILLACQ,64369,Moins de 500 habitants,Maspie-Lalonquère-Juillacq,Maspie-Lalonquère-Juillacq (64),,,104,1.93,19769,5,11
MAUCOR,64370,Entre 500 et 999 habitants,Maucor,Maucor (64),,,190,1.98,24469,9,3
MAURE,64372,Moins de 500 habitants,Maure,Maure (64),,,45,1.80,22780,8,7
MAZERES-LEZONS,64373,Entre 1 000 et  3 499 habitants,Mazères-Lezons,Mazères-Lezons (64),,,800,1.86,22313,8,3
MAZEROLLES,64374,Entre 1 000 et  3 499 habitants,Mazerolles,Mazerolles (64),,,383,2.09,21757,8,7
MEHARIN,64375,Moins de 500 habitants,Méharin,Méharin (64),,,97,2.02,17007,1,14
MEILLON,64376,Entre 500 et 999 habitants,Meillon,Meillon (64),,,342,2.03,22605,8,5
MENDITTE,64378,Moins de 500 habitants,Menditte,Menditte (64),,,76,1.98,19849,6,15
MENDIVE,64379,Moins de 500 habitants,Mendive,Mendive (64),,,72,1.86,17159,2,20
MERITEIN,64381,Moins de 500 habitants,Méritein,Méritein (64),,,135,1.77,20541,6,12
MESPLEDE,64382,Moins de 500 habitants,Mesplède,Mesplède (64),,,141,1.82,20137,6,9
MIOSSENS-LANUSSE,64385,Moins de 500 habitants,Miossens-Lanusse,Miossens-Lanusse (64),,,100,2.01,22612,8,4
MIREPEIX,64386,Entre 1 000 et  3 499 habitants,Mirepeix,Mirepeix (64),,,567,1.85,20698,7,11
MOMAS,64387,Entre 500 et 999 habitants,Momas,Momas (64),,,201,2.08,21358,7,3
MOMY,64388,Moins de 500 habitants,Momy,Momy (64),,,55,1.90,18693,4,10
MONCAUP,64390,Moins de 500 habitants,Moncaup,Moncaup (64),,,65,1.83,17989,3,24
MONCAYOLLE-LARRORY-MENDIBIEU,64391,Moins de 500 habitants,Moncayolle-Larrory-Mendibieu,Moncayolle-Larrory-Mendibieu (64),,,134,2.02,17824,2,8
MONCLA,64392,Moins de 500 habitants,Moncla,Moncla (64),,,44,1.90,0,10,7
MONEIN,64393,Entre 3 500 et 9 999 habitants,Monein,Monein (64),,,1873,1.88,21425,7,63
MONPEZAT,64394,Moins de 500 habitants,Monpezat,Monpezat (64),,,36,1.78,0,10,8
MONT,64396,Entre 1 000 et  3 499 habitants,Mont,Mont (64),,,396,2.07,21392,7,7
MONTAGUT,64397,Moins de 500 habitants,Montagut,Montagut (64),,,53,1.98,18515,3,9
MONTANER,64398,Moins de 500 habitants,Montaner,Montaner (64),,,209,1.85,19345,5,8
MONTAUT,64400,Entre 1 000 et  3 499 habitants,Montaut,Montaut (64),,,444,1.97,20872,7,18
MONT-DISSE,64401,Moins de 500 habitants,Mont-Disse,Mont-Disse (64),,,32,1.83,0,10,0
MONTFORT,64403,Moins de 500 habitants,Montfort,Montfort (64),,,72,1.99,18567,3,13
MORLAAS,64405,Entre 3 500 et 9 999 habitants,Morlaàs,Morlaàs (64),20.0,0.13,1734,1.85,21919,8,31
MORLANNE,64406,Entre 500 et 999 habitants,Morlanne,Morlanne (64),,,225,1.96,20025,6,15
MOUHOUS,64408,Moins de 500 habitants,Mouhous,Mouhous (64),,,28,1.71,0,10,3
DECINES-CHARPIEU,69275,Entre 20 000 et 49 999 habitants,Décines-Charpieu,Décines-Charpieu (69),25.0,0.22,10965,1.92,19492,5,129
FEYZIN,69276,Entre 3 500 et 9 999 habitants,Feyzin,Feyzin (69),,,3452,2.06,20270,6,39
GENAS,69277,Entre 10 000 et 19 999 habitants,Genas,Genas (69),25.0,0.10,4584,2.06,26951,10,28
GENAY,69278,Entre 3 500 et 9 999 habitants,Genay,Genay (69),25.0,0.18,2054,1.98,23090,9,27
JONAGE,69279,Entre 3 500 et 9 999 habitants,Jonage,Jonage (69),,,2114,2.10,24356,9,36
JONS,69280,Entre 1 000 et  3 499 habitants,Jons,Jons (69),,,466,2.16,22450,8,14
MARENNES,69281,Entre 1 000 et  3 499 habitants,Marennes,Marennes (69),,,585,2.03,26116,10,10
MEYZIEU,69282,Entre 20 000 et 49 999 habitants,Meyzieu,Meyzieu (69),25.0,0.20,11766,2.01,21096,7,130
MIONS,69283,Entre 10 000 et 19 999 habitants,Mions,Mions (69),25.0,0.16,4482,2.12,22681,8,26
MONTANAY,69284,Entre 1 000 et  3 499 habitants,Montanay,Montanay (69),,,1054,2.08,29226,10,12
PUSIGNAN,69285,Entre 3 500 et 9 999 habitants,Pusignan,Pusignan (69),,,1392,2.08,22986,9,24
RILLIEUX-LA-PAPE,69286,Entre 20 000 et 49 999 habitants,Rillieux-la-Pape,Rillieux-la-Pape (69),,,11839,1.99,17694,2,74
SAINT-BONNET-DE-MURE,69287,Entre 3 500 et 9 999 habitants,Saint-Bonnet-de-Mure,Saint-Bonnet-de-Mure (69),,,2503,2.06,25251,9,22
SAINT-LAURENT-DE-MURE,69288,Entre 3 500 et 9 999 habitants,Saint-Laurent-de-Mure,Saint-Laurent-de-Mure (69),,,2071,1.99,23715,9,39
SAINT-PIERRE-DE-CHANDIEU,69289,Entre 3 500 et 9 999 habitants,Saint-Pierre-de-Chandieu,Saint-Pierre-de-Chandieu (69),,,1762,2.02,24574,9,31
SAINT-PRIEST,69290,Entre 20 000 et 49 999 habitants,Saint-Priest,Saint-Priest (69),,,17195,1.93,19047,4,114
SAINT-SYMPHORIEN-D'OZON,69291,Entre 3 500 et 9 999 habitants,Saint-Symphorien-d'Ozon,Saint-Symphorien-d'Ozon (69),25.0,0.08,2168,1.94,23447,9,22
SATHONAY-CAMP,69292,Entre 3 500 et 9 999 habitants,Sathonay-Camp,Sathonay-Camp (69),,,2084,1.81,20721,7,24
SEREZIN-DU-RHONE,69294,Entre 1 000 et  3 499 habitants,Sérézin-du-Rhône,Sérézin-du-Rhône (69),,,1060,1.95,24471,9,13
SIMANDRES,69295,Entre 1 000 et  3 499 habitants,Simandres,Simandres (69),,,628,2.09,24388,9,5
SOLAIZE,69296,Entre 1 000 et  3 499 habitants,Solaize,Solaize (69),,,1109,2.06,25621,9,13
TOUSSIEU,69298,Entre 1 000 et  3 499 habitants,Toussieu,Toussieu (69),,,919,2.07,25674,9,11
COLOMBIER-SAUGNIEU,69299,Entre 1 000 et  3 499 habitants,Colombier-Saugnieu,Colombier-Saugnieu (69),,,919,2.04,23664,9,23
ABONCOURT-GESINCOURT,70002,Moins de 500 habitants,Aboncourt-Gesincourt,Aboncourt-Gesincourt (70),,,97,1.77,17295,2,8
ACHEY,70003,Moins de 500 habitants,Achey,Achey (70),,,32,1.66,0,10,6
AILLEVANS,70005,Moins de 500 habitants,Aillevans,Aillevans (70),,,63,1.93,18150,3,13
AILLEVILLERS-ET-LYAUMONT,70006,Entre 1 000 et  3 499 habitants,Aillevillers-et-Lyaumont,Aillevillers-et-Lyaumont (70),,,707,1.83,17026,1,50
AILLONCOURT,70007,Moins de 500 habitants,Ailloncourt,Ailloncourt (70),,,127,1.99,19142,5,9
AINVELLE,70008,Moins de 500 habitants,Ainvelle,Ainvelle (70),,,75,1.71,20768,7,5
ALAINCOURT,70010,Moins de 500 habitants,Alaincourt,Alaincourt (70),,,48,2.00,18839,4,7
AMAGE,70011,Moins de 500 habitants,Amage,Amage (70),,,132,1.93,18930,4,16
AMANCE,70012,Entre 500 et 999 habitants,Amance,Amance (70),,,289,1.87,19017,4,25
AMBIEVILLERS,70013,Moins de 500 habitants,Ambiévillers,Ambiévillers (70),,,44,1.43,0,10,24
AMBLANS-ET-VELOTTE,70014,Moins de 500 habitants,Amblans-et-Velotte,Amblans-et-Velotte (70),,,148,1.95,19429,5,4
AMONT-ET-EFFRENEY,70016,Moins de 500 habitants,Amont-et-Effreney,Amont-et-Effreney (70),,,84,1.68,16796,1,42
ANCHENONCOURT-ET-CHAZEL,70017,Moins de 500 habitants,Anchenoncourt-et-Chazel,Anchenoncourt-et-Chazel (70),,,103,1.84,20150,6,19
ANCIER,70018,Entre 500 et 999 habitants,Ancier,Ancier (70),,,200,1.89,20852,7,3
ANDELARROT,70020,Moins de 500 habitants,Andelarrot,Andelarrot (70),,,88,1.97,22317,8,1
ANDORNAY,70021,Moins de 500 habitants,Andornay,Andornay (70),,,70,2.19,20652,7,4
ANGIREY,70022,Moins de 500 habitants,Angirey,Angirey (70),,,55,1.78,19123,5,6
ANJEUX,70023,Moins de 500 habitants,Anjeux,Anjeux (70),,,60,1.83,18375,3,8
ARBECEY,70025,Moins de 500 habitants,Arbecey,Arbecey (70),,,103,1.87,16819,1,43
ARC-LES-GRAY,70026,Entre 1 000 et  3 499 habitants,Arc-lès-Gray,Arc-lès-Gray (70),,,1218,1.70,18152,3,29
ARGILLIERES,70027,Moins de 500 habitants,Argillières,Argillières (70),,,39,1.93,0,10,11
ARPENANS,70029,Moins de 500 habitants,Arpenans,Arpenans (70),,,102,2.00,17717,2,13
ARSANS,70030,Moins de 500 habitants,Arsans,Arsans (70),,,17,1.99,0,10,1
ATHESANS-ETROITEFONTAINE,70031,Entre 500 et 999 habitants,Athesans-Étroitefontaine,Athesans-Étroitefontaine (70),,,280,1.95,18165,3,10
AUGICOURT,70035,Moins de 500 habitants,Augicourt,Augicourt (70),,,65,1.85,18942,4,11
AULX-LES-CROMARY,70036,Moins de 500 habitants,Aulx-lès-Cromary,Aulx-lès-Cromary (70),,,64,1.93,18916,4,6
AUTHOISON,70038,Moins de 500 habitants,Authoison,Authoison (70),,,128,1.95,20939,7,18
AUTOREILLE,70039,Moins de 500 habitants,Autoreille,Autoreille (70),,,127,1.98,18491,3,9
AUTREY-LES-CERRE,70040,Moins de 500 habitants,Autrey-lès-Cerre,Autrey-lès-Cerre (70),,,88,1.93,18243,3,6
AUTREY-LES-GRAY,70041,Moins de 500 habitants,Autrey-lès-Gray,Autrey-lès-Gray (70),,,193,1.67,20982,7,22
AUVET-ET-LA-CHAPELOTTE,70043,Moins de 500 habitants,Auvet-et-la-Chapelotte,Auvet-et-la-Chapelotte (70),,,105,1.76,19015,4,18
AUXON-LES-VESOUL,70044,Moins de 500 habitants,Auxon,Auxon (70),,,186,1.80,20924,7,5
AVRIGNEY-VIREY,70045,Moins de 500 habitants,Avrigney-Virey,Avrigney-Virey (70),,,180,1.85,20718,7,20
BAIGNES,70047,Moins de 500 habitants,Baignes,Baignes (70),,,34,1.94,0,10,8
BARD-LES-PESMES,70048,Moins de 500 habitants,Bard-lès-Pesmes,Bard-lès-Pesmes (70),,,64,1.81,18363,3,28
BARGES,70049,Moins de 500 habitants,Barges,Barges (70),,,38,1.79,0,10,13
BASSE-VAIVRE (LA ),70051,Moins de 500 habitants,La Basse-Vaivre,La Basse-Vaivre (70),,,24,1.74,0,10,18
BASSIGNEY,70052,Moins de 500 habitants,Bassigney,Bassigney (70),,,60,1.73,19026,4,10
BATTRANS,70054,Moins de 500 habitants,Battrans,Battrans (70),,,90,1.92,20664,7,2
BAUDONCOURT,70055,Entre 500 et 999 habitants,Baudoncourt,Baudoncourt (70),,,228,1.92,17627,2,5
BAULAY,70056,Moins de 500 habitants,Baulay,Baulay (70),,,149,1.70,18182,3,23
BAY,70057,Moins de 500 habitants,Bay,Bay (70),,,48,2.14,19863,6,4
BEAUMOTTE-AUBERTANS,70059,Moins de 500 habitants,Beaumotte-Aubertans,Beaumotte-Aubertans (70),,,180,1.88,20695,7,28
BEAUMOTTE-LES-PIN,70060,Moins de 500 habitants,Beaumotte-lès-Pin,Beaumotte-lès-Pin (70),,,126,1.92,20303,6,14
BELFAHY,70061,Moins de 500 habitants,Belfahy,Belfahy (70),,,45,1.57,0,10,76
BELMONT,70062,Moins de 500 habitants,Belmont,Belmont (70),,,58,1.72,20743,7,13
BELONCHAMP,70063,Moins de 500 habitants,Belonchamp,Belonchamp (70),,,103,1.69,17856,3,25
BELVERNE,70064,Moins de 500 habitants,Belverne,Belverne (70),,,58,1.80,18997,4,6
BESNANS,70065,Moins de 500 habitants,Besnans,Besnans (70),,,31,1.97,0,10,9
BETAUCOURT,70066,Moins de 500 habitants,Betaucourt,Betaucourt (70),,,77,1.49,18789,4,13
BETONCOURT-LES-BROTTE,70067,Moins de 500 habitants,Betoncourt-lès-Brotte,Betoncourt-lès-Brotte (70),,,46,1.94,20288,6,3
BETONCOURT-SAINT-PANCRAS,70069,Moins de 500 habitants,Betoncourt-Saint-Pancras,Betoncourt-Saint-Pancras (70),,,21,1.64,0,10,7
BEULOTTE-SAINT-LAURENT,70071,Moins de 500 habitants,Beulotte-Saint-Laurent,Beulotte-Saint-Laurent (70),,,36,1.74,0,10,92
BEVEUGE,70072,Moins de 500 habitants,Beveuge,Beveuge (70),,,34,1.71,0,10,4
BLONDEFONTAINE,70074,Moins de 500 habitants,Blondefontaine,Blondefontaine (70),,,112,1.81,16118,1,41
BONBOILLON,70075,Moins de 500 habitants,Bonboillon,Bonboillon (70),,,72,2.16,18666,4,2
BONNEVENT-VELLOREILLE,70076,Moins de 500 habitants,Bonnevent-Velloreille,Bonnevent-Velloreille (70),,,128,1.95,20368,6,6
BOREY,70077,Moins de 500 habitants,Borey,Borey (70),,,109,1.69,19425,5,23
BOUGNON,70079,Entre 500 et 999 habitants,Bougnon,Bougnon (70),,,207,2.00,20879,7,6
BOUHANS-ET-FEURG,70080,Moins de 500 habitants,Bouhans-et-Feurg,Bouhans-et-Feurg (70),,,128,1.82,19438,5,9
BOUHANS-LES-MONTBOZON,70082,Moins de 500 habitants,Bouhans-lès-Montbozon,Bouhans-lès-Montbozon (70),,,46,2.03,16988,1,8
BOULIGNEY,70083,Moins de 500 habitants,Bouligney,Bouligney (70),,,184,1.80,17586,2,37
BOULOT,70084,Entre 500 et 999 habitants,Boulot,Boulot (70),,,256,1.95,22127,8,23
BOULT,70085,Entre 500 et 999 habitants,Boult,Boult (70),,,241,1.96,19639,5,20
BOURBEVELLE,70086,Moins de 500 habitants,Bourbévelle,Bourbévelle (70),,,40,1.60,0,10,13
BOURGUIGNON-LES-CONFLANS,70087,Moins de 500 habitants,Bourguignon-lès-Conflans,Bourguignon-lès-Conflans (70),,,56,1.78,19971,6,6
BOURGUIGNON-LES-MOREY,70089,Moins de 500 habitants,Bourguignon-lès-Morey,Bourguignon-lès-Morey (70),,,32,1.54,0,10,19
BOURSIERES,70090,Moins de 500 habitants,Boursières,Boursières (70),,,21,2.38,0,10,2
BOUSSERAUCOURT,70091,Moins de 500 habitants,Bousseraucourt,Bousseraucourt (70),,,26,1.51,0,10,16
BRESILLEY,70092,Moins de 500 habitants,Bresilley,Bresilley (70),,,79,1.83,19958,6,20
BREUCHOTTE,70094,Moins de 500 habitants,Breuchotte,Breuchotte (70),,,150,1.64,17577,2,7
HANNOCOURT,57292,Moins de 500 habitants,Hannocourt,Hannocourt (57),,,8,2.03,0,10,0
HAN-SUR-NIED,57293,Moins de 500 habitants,Han-sur-Nied,Han-sur-Nied (57),,,96,2.02,20311,6,0
HANVILLER,57294,Moins de 500 habitants,Hanviller,Hanviller (57),,,79,2.17,17808,2,18
HARAUCOURT-SUR-SEILLE,57295,Moins de 500 habitants,Haraucourt-sur-Seille,Haraucourt-sur-Seille (57),,,52,1.86,20702,7,0
HARGARTEN-AUX-MINES,57296,Entre 1 000 et  3 499 habitants,Hargarten-aux-Mines,Hargarten-aux-Mines (57),,,452,1.94,21244,7,2
HARPRICH,57297,Moins de 500 habitants,Harprich,Harprich (57),,,90,1.65,22822,9,35
HARREBERG,57298,Moins de 500 habitants,Harreberg,Harreberg (57),,,159,1.92,20911,7,13
HARTZVILLER,57299,Entre 500 et 999 habitants,Hartzviller,Hartzviller (57),,,382,1.90,21062,7,5
HASELBOURG,57300,Moins de 500 habitants,Haselbourg,Haselbourg (57),,,135,1.85,19955,6,56
HASPELSCHIEDT,57301,Moins de 500 habitants,Haspelschiedt,Haspelschiedt (57),,,132,1.76,19619,5,112
HATTIGNY,57302,Moins de 500 habitants,Hattigny,Hattigny (57),,,84,2.02,19594,5,0
HAUCONCOURT,57303,Entre 500 et 999 habitants,Hauconcourt,Hauconcourt (57),,,227,1.94,20630,7,2
HAUT-CLOCHER,57304,Moins de 500 habitants,Haut-Clocher,Haut-Clocher (57),,,128,1.99,21751,8,0
HAVANGE,57305,Moins de 500 habitants,Havange,Havange (57),,,168,2.20,23382,9,0
